	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646034	SRR1646035	SRR1646036	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012849_HMP	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
Chloroflexi	0.0451377139357862	0.01630865290527	0.0139745662893534	0.0105492081998199	0.0302655804686121	0.0258689122460556	0.132291381216514	0.0194054988110766	0.0610974421638402	0.0101807005370389	0.0476206709933651	0.0297304930802277	0.0172202251544439	0.0157629255989912	0.0472767751219103	0.0792079207920792	0.0475059382422803	0.0370987155600257	0.070658894188306	0	0	0	0.0177967609894999	0.0730536772025634	0.106859878341249	0.0756435651830871	0.0243001602734917	0.139070967892969	0.0988247819810384	0.192953986096518	0.0358763813822567	0.0227399867606831	0.0411175244758294	0.0146296698028435	0.102298409010496	0.0580075928965645	0.198553425503852	0.174589999713787	0.17691817262055	0.066700922711711	0.113170638449682	0.0374686240533536	0.0957533134974304	0.0724050405540932	0.0530068303965977	0.0492412403830548	0.108192011861737	0.14995012599748	0.154864975309444	0.0680375398086877	0.0479326766124811	0.259172357889455	0.237594809467239	0.244437802223595	0.0960612183062519	0.216401818597706	0.0935558677485275	0.0940549295314321	0.132003651355237	0.013548868299793	0.0266956073187862	0.0276210993702114	0.00617296550069171	0.014032121363807	0.00518651758734506	0.00259776901338201	0.000402190580000387	0.0114305824164469	0.0147885476271291	0.000707749145392907	0.00921600608850983	0.00381908832208723	0.00362848760310272	0.00169202696789437	0.00522339873698219	0.0303381583083467	0.0381131269519494	0.00330983284483121	0.00275928367446739	0.00911372405287453	0.0112352376534223	0.00628142347524988	0.00174558409307556	0.00752710288472509	0.0177682522026655	0.013363967163663	0.021171246410444	0.00773115403371972	0.015708043432258	0.0117641785653884	0.0107347093680657	0.00848094408232581	0.0226262150695485	0.0144839168227992	0.00217750880514832	0.00293068847726979	0.0119640007541645	0.0134554432308409	0.00258939492658213	0.00952222915384491	0.00619037867208202	0.00232619429763938	0.0107633764121851
Chrysiogenetes	0.000234177504206413	0	9.98183306382384e-05	2.48802080184432e-05	0	0.000676311431269428	0	0.00520591549973378	0	0.000137949871775594	0.00202414485206697	0.00297304930802277	0	0	0.00064924410279777	0.0198019801980198	0.0158353127474268	0.00412207950666952	0.0176647235470765	0	0	0	0.00889838049474996	0.0461567937575114	0.0308935852146494	0.0115218675444437	0.00774964869889021	0.0370173118115951	0.0435306088484772	0.0772715496768808	0.0073285087317516	0.011105574929636	0.0394908210664321	0.00260763152134365	0.0119203654567315	0.0229812878895164	0.0597489325467068	0.0422894479065847	0.0404150856345713	0.0238886731621999	0.0390891043815643	0.0149659776304799	0.0160326554700371	0.0217257888963256	0.0106628827103407	0.00975176419062597	0.0313339820220554	0.0187027509449811	0.0242513586489511	0.0149913223307278	0.0119183952658061	0.0245386594171931	0.0303520841764468	0.0308068647963721	0.0213318405573996	0.0362383092901147	0.0113246470229952	0.0183388955263989	0.0146173534834048	0.00466555956826078	0.00381301734514675	0.00969375975683036	0.00358590357728624	0.00401730355741118	0.00219288685075437	0.000131017915457528	9.12533248740375e-05	0.00193511508845675	0.00295134733954417	0	0.000664774632728531	0.000972235964730801	0.000516314602691219	0.000261342779199527	0.00369655910617201	0.00154279025187979	0.00926940012095524	0.000516607421840526	0.000538947805422286	0.00240794487519581	0.00112583712930656	0.000850609428940088	0.000770178450577591	0.000716187575460954	0.00293480893901547	0.00201538357432087	0.0022864247978303	0.000450113765353966	0.00172969739243008	0.00120593371673874	0.00285751878927255	0.0024537033858213	0.00465254070759373	0.00292079706698727	0.00049850271803255	0.000284320523914233	0.00270991824311195	0.00399042801330871	0.000371474377653133	0.00309981657615139	0.00182986036218777	0.00210231174786657	0.00374074308113296
Cyanobacteria	0.355774173265594	0.239970178463259	0.158212054061608	0.051253228517993	0.645665716663724	0.279316621114274	0.640668260462831	0.0939039447555428	0.186594890932809	0.0924540040640032	0.209339191279558	0.111489349050854	0.258303377316658	0.0577973938629676	0.345574929261904	0.138613861386139	0.158353127474268	0.161585516661445	0.211976682564918	0.353356890459364	0.326797385620915	0.227272727272727	0.222459512368749	0.260460978416842	0.43636015347257	0.185101306855302	0.0683044746520481	0.423723853780155	0.293872267207465	0.389416226485701	0.161393749115166	0.124000756926556	0.221820045762282	0.0326382424220759	0.337996544177687	0.244428171631918	0.471284947536779	0.365885499567468	0.48289215802026	0.282448429741304	0.348786331672473	0.13342695121349	0.296456586421423	0.251728333550734	0.216846124349718	0.156407270887814	0.343573348160504	0.575519739605208	0.497057374513541	0.325772966033123	0.190348863520556	0.584240666348675	0.547316614665605	0.392970900348961	0.357749912023142	0.572616688640961	0.267098431587399	0.379488036140334	0.374383237177001	0.0373713404256782	0.0485868127826876	0.0816477556805585	0.0263173061848585	0.0226142194059226	0.0153371239048584	0.0129639968415647	0.00333750586344859	0.0268570518337331	0.0383498426755141	0.00141549829078581	0.0205460780897961	0.00934820190891259	0.0126915435341371	0.0083512420148054	0.0202679350992133	0.0587884285453142	0.105264141947667	0.0156020506174484	0.00349831988669316	0.0235874407846705	0.0244946687756321	0.0239479269993902	0.00939202643473811	0.0151925926117205	0.0373461469779508	0.0368966692182616	0.0408851151825763	0.0234275212591432	0.0277349360037033	0.0127592847092707	0.0273510543682969	0.0294632757570321	0.0473376423602645	0.0228469497116529	0.0113187641683342	0.002252693381782	0.0232937653237708	0.0394982365808557	0.0105935751933082	0.0251167889311979	0.020011664386479	0.00766770430221881	0.0410170730835443
Deferribacteres	0.00901583391194692	0.0151437491263222	0.00658800982212374	0.000646885408479523	0.0201770536457414	0.0147943125590187	0.030238029992346	0.0080242904426931	0.00825641110322165	0.00794591261427422	0.0174715660915254	0.0312170177342391	0.0215252814430549	0.00525430853299706	0.00779092923357324	0	0.0158353127474268	0.0123662385200086	0.0176647235470765	0	0.108932461873638	0	0.0177967609894999	0.0147045228298603	0.0336167279843297	0.0207477107593787	0.0179928752125653	0.0409677759179708	0.03030337527559	0.0627887563148577	0.0137242981703712	0.0163479581262343	0.0131866808293695	0.00432156773255543	0.0260080700874142	0.0309945001141505	0.0464036494268641	0.0208526697550425	0.0391435997943826	0.0361140529569728	0.020085085657485	0.00974828385113039	0.0209998278702634	0.0600452905717347	0.0220947233084464	0.0628868185437894	0.0567023445463812	0.101388597228055	0.0542313846952922	0.111089542399496	0.0189139750957358	0.0482501730113347	0.038837613085991	0.0223716518164131	0.066169467206711	0.022873826431349	0.0460127550213587	0.0581034313707689	0.0754732741081923	0.00305135927120627	0.00514981636732761	0.00523677084655268	0.000992637668452939	0.00109498185458641	0.000497193916042161	0.000313991211182695	0.000140259740084169	0.000460741687727798	0.00192279395534375	0	0.013852912377666	0.000144495699482629	0.000453050758092691	0.000127320841148488	0.00084664979528008	0.0163413967468847	0.00769453695067658	0.000329210611957198	6.61582635398615e-05	0.000303887273912933	0.000790399354478919	0.000785177934406235	0.000249039738510119	0.000142666847701385	0.00175338425429998	0.0016343429440962	0.00422377710744224	0.00270428350224663	0.000995009871230682	0.000250884811699142	0.000438225314958147	0.000513685286633907	0.00153897211767266	0.000605562930778415	0.00044039503924348	4.54239890277177e-05	0.000550952645171698	0.00276529660571393	0.000126738317081657	0.000763815172768309	0.00062293118712775	0.000239172089757288	0.000607433747987712
Deinococcus-Thermus	0.0658038786820022	0.00349471133684358	0.021361122756583	0.0250792496825907	0.00453983707029181	0.00972197682449803	0.0113392612471297	0.0319535503087108	0.0577948777225516	0.00714580335797578	0.120276817788611	0.0594609861604555	0.0344404503088878	0.00525430853299706	0.0627996113978934	0.158415841584158	0.0791765637371338	0.069250935712048	0.158982511923688	0.706713780918728	0	0	0.0622886634632497	0.231487374207664	0.243110918300083	0.133753853668108	0.0719470540089397	0.261023257991643	0.262484692458688	0.372144820737201	0.0718860083778179	0.0574362860750116	0.16107824824117	0.026945525720551	0.19489797521756	0.133200754149105	0.457600951647397	0.213082743043123	0.405876444271684	0.138413782733923	0.283239536552296	0.0899032257371871	0.147097154941353	0.131381148601402	0.0726408884641963	0.0585795022051737	0.230863682698545	0.27890067198656	0.383438804465305	0.13492190097655	0.136629719641343	0.489394611972109	0.501298938656153	0.473288797853788	0.220111985369347	0.477780262200873	0.149771007475287	0.19137817707747	0.197483428694163	0.0301543029685248	0.0287366930741295	0.0343486298008192	0.0136549719266557	0.0159696704246823	0.00705230317754538	0.00435295729459751	0.00137555937865679	0.0344509125596467	0.0379610424271909	0	0.00501264847287228	0.00813864850397191	0.00726717905210843	0.00338405393578875	0.0138305266557787	0.0125250208606557	0.0696103903575227	0.00952431624285401	0.00648835067545812	0.0250460996994526	0.0215836857871853	0.0202837633054944	0.00449424491070576	0.0154194328995657	0.0217860337693369	0.0296523063930262	0.0269003986233279	0.0174176022641371	0.0185060266166683	0.016415034822601	0.0288178415795205	0.0199378382585507	0.0419488649914385	0.030985506686511	0.00604931519183057	0.00926481139169042	0.0229157861834786	0.0449658230341786	0.00710171604336872	0.0204193256186728	0.0149892816902615	0.00673722658316306	0.0280905333242087
Dictyoglomi	0.00052689938446443	0.0174735566842179	0.000898364975744146	0.00417987494709846	0.000504426341143535	0.00287432358289507	0.00850444593534731	0.00305174356880946	0.00495384666193299	0.00731134320410649	0.000426135758329889	0.00148652465401139	0.00645758443291646	0	0.000236088764653735	0	0.0158353127474268	0.00412207950666952	0	0	0	0	0	0.0052587929027063	0.0229119598552415	0.00292221278301109	0.000220021571892782	0.0236296278955439	0.00422837794543116	0.0205997495646166	0.00449703944902939	0.00544931937541143	0.00221508549364738	0.000355029643751013	0.0138167872339388	0.00524134636076691	0.00623231495952044	0.0273946837958401	0.0223418226204597	0.0114759312249784	0.00950200936203964	0.00367171043732004	0.0126392406619618	0.00846792559344976	0.0234788475064234	0.00155063388190166	0.00492308405152442	0.00492177656446871	0.00381911159826001	0.00345953592247564	0.000690921464684413	0.00468715966395822	0.004895497447814	0.00311736131868051	0.00190220234269806	0.00591121357214636	0.00377488234099839	0.00254202512247114	0.00208819335477212	0.000270769082086563	0.000977926801461166	0.0050074232182365	0.000192323548262757	0.000703916906519835	0.000266914628612107	2.48482253453932e-05	2.19683930252312e-05	0.000217805161471322	0.000929586048263613	0	5.36774548165895e-05	8.03817136194756e-05	0.000340808453159817	3.35054845127599e-05	0.000330049920193929	0.00116724262477748	0.00196318559582683	8.10364583279256e-05	1.77497780228897e-05	0.00048043130923378	0.00035471580786371	0.000327157472669265	8.53191696747631e-05	8.27467716668035e-05	0.00105484346849597	0.00062435573145248	0.00102976384024418	0.000255664618721053	0.000661411600449852	7.5897926228312e-05	0.000434603618140312	0.000674640009779198	0.000465491566456545	0.000600342560685497	0.000122331955345411	2.52355494598432e-05	0.000304305240065763	0.000357038295927621	5.89988717449093e-05	0.000120937402354982	0.000116799597586453	4.15001799578856e-05	0.000524403235672845
Elusimicrobia	0.00567880447700553	0.0198033642421136	0.00159709329021181	0.00154257289714348	0.014123937552019	0.00853843181977653	0.0179538303079554	0.00473917824803351	0.0280717977509536	0.00466270566601508	0.00452769243225507	0.0118921972320911	0.0193727532987494	0.00525430853299706	0.0059612413075068	0	0.0475059382422803	0.00659532721067124	0	0	0	0	0.00889838049474996	0.0130632435162768	0.0274661813838448	0.0183264487391695	0.0026647057040348	0.0387730736366509	0.0153956325192622	0.0496552915269362	0.029680460363594	0.00701283717088813	0.0154363770338552	0.00498265741402284	0.0160924933665875	0.0396628806338804	0.0193066278637318	0.033294178600488	0.0261562801410259	0.00833761533896388	0.0155332248852504	0.0135488262336196	0.0188850911058106	0.0776226512732895	0.0440869188985242	0.0659191692461748	0.0417593364841071	0.0173902771944561	0.0166131354524311	0.00922542912660172	0.2277449877966	0.0259172357889455	0.0169710578190885	0.0176039227407841	0.0183426654474455	0.0318691514324413	0.00826393161137484	0.0163415900730287	0.0102918101056626	0.00190579777007081	0.00837069454828686	0.00459459748726738	0.00132144889612797	0.000991882913732495	0.000371587031989404	0.00030495549287528	0.000152088874790062	0.00149531620471658	0.0022585759879865	0	0.00268387274082947	0.000398080867448832	0.000487743834162852	0.00011726919579466	0.000938489773073173	0.0102006855469684	0.00430750246117315	0.000357066894507422	0.000214610952458575	0.000738011950931409	0.000597619024118207	0.00117776690160935	0.000419678077859645	0.000416587195288045	0.00336612271280049	0.000931942746212158	0.00316346942447895	0.000482521956459451	0.00129775512274854	0.000265642741799092	0.000814881784013084	0.000438344777927601	0.00315156790146855	0.000738682368147807	0.000192672829669022	0.000863055791526636	0.00065345546287806	0.00368939572458542	0.000107072026500021	0.00139396269030216	0.000467198390345812	0.000146342739851491	0.000515663181744964
Fibrobacteres	0.00199050878575451	0.00349471133684358	0.00239563993531772	0.00226409892967833	0.0015132790234306	0.0011835450047215	0.00472469218630406	0.00637275862898445	0.00990769332386598	0.000910469153718922	0.00170454303331955	0.00297304930802277	0	0.0210172341319882	0.00224284326421048	0.0198019801980198	0.0158353127474268	0.0156639021253442	0	0	0	0	0.0266951414842499	0.0178865949684405	0.0268558217975372	0.0146528098119556	0.00586724191714085	0.0245806655507825	0.0287854960131275	0.0360720505476475	0.0205531358522306	0.00901322023274802	0.0148479949496051	0.0031462971877245	0.0272542901124361	0.0196046512917147	0.0344809599390859	0.0170559651777938	0.0414141102232911	0.0165347090710913	0.0244662516507608	0.00770844471928593	0.0192785305038483	0.0189031470318424	0.0189676278982023	0.0075119596945458	0.0232832916319155	0.0410148047039059	0.0444926501197291	0.0442051812316332	0.0177912277156236	0.0391515689577687	0.0450385765198888	0.0403423229476302	0.0353266149358211	0.0524298942920808	0.0226492940459903	0.038675096506168	0.0332619370081559	0.00289514633923325	0.00345414512442705	0.006536407407011	0.000924393828746799	0.0016886895484693	0.00138429253466475	0.000133276845034381	4.90064152101312e-05	0.00221993722268848	0.00187684483508737	0	0.00914581249374967	0.000575112022444106	0.000793859211252508	0.000162501599886885	0.00162728960652137	0.00172548909749714	0.00852871105000227	0.00146118863922541	0.00039533596505527	0.00211274009482325	0.00175815661288969	0.000850609428940088	0.000438125465897432	0.000443693896351308	0.00270508747254301	0.00410422076410674	0.00165373091293451	0.00257104982770185	0.00152336782610899	0.00055447651661239	0.00216577469706589	0.0012396938250765	0.00431767177458162	0.00173838324094148	0.000868556882952418	0.000159825146579007	0.0018290346534479	0.0029123123746253	0.0007735407628777	0.00173131439160817	0.000739730784714203	0.00061376581937715	0.00166498027326128
Firmicutes	14.2750508457906	5.78840687759191	22.7159569583358	81.2029530816501	21.3437917728064	10.556967825329	39.8527785914748	15.7369978670108	11.5193447712148	22.3618949346187	39.4646989137799	28.4342435819298	35.0539208300149	32.4243379571248	13.5263516376887	31.1881188118812	27.3950910530483	15.5509571468614	18.6539480657128	33.5689045936396	34.0958605664488	40.2272727272727	19.1048229222282	58.2479979741924	60.9680678644739	20.2809081402412	9.53265462382667	59.692683155221	42.7155618945085	64.0546064278415	11.8247487071012	49.1933512785322	75.7049423056756	6.23506733075982	46.0363972104178	54.8433820190573	55.7048375635171	45.6257582457122	66.0335272651974	56.4540871411956	45.800026514589	17.4624615919763	28.7447807804854	38.5075922651059	37.6191115768148	40.8675762110709	45.55648225373	43.0901538219236	40.1029632486891	35.6459049665482	9.94115076424551	28.2547498848889	37.0654430098824	36.6799735207662	38.2577728743228	33.4271417226304	31.9550931834807	27.0874565586064	50.9277544761916	11.0752000723162	19.4386413061836	51.0819397916606	19.3808472174908	22.1618816907657	6.88938581530879	0.717587381890455	0.698681081898068	35.7749375705485	11.0713769039151	2.24285704175012	4.66658579263474	5.30808588365053	1.69627917983609	2.80641603224032	12.661079428551	13.2594194703581	29.3656105974628	2.19268702182633	2.46127458316018	4.90371027838795	5.61487363480681	13.1245763310729	4.79114409155642	4.10282889954969	5.50415446583922	8.57225269476065	8.48819934273141	2.58708468047882	13.4141523030757	4.60869074264139	4.89352808935537	11.9972945223324	13.716720737312	11.8046819411215	8.26890618961771	2.68156313300221	13.4316649270017	20.0040506344711	2.83712681875221	15.0927586693499	14.6600236246653	6.85773982943077	9.2244757868605
Fusobacteria	0.101691581201635	0.0809608126368762	0.227186520532631	0.0400571349096936	0.200761683775127	0.0978960796762497	0.312774622733329	0.0672281156775966	4.1942568404366	0.171030251027382	0.171572909697571	2.29519406579358	1.18604300751232	0.0420344682639765	0.0658687653383919	1.22772277227723	0.126682501979414	0.0502893699813682	0.0529941706412295	0	0.435729847494553	3.63636363636364	0.133475707421249	0.0900358937737232	0.346355589860894	0.0917574813865482	0.00454711248578416	0.288822820221694	0.135524934148435	0.190795060377956	0.0847108986583832	0.0639662721620025	0.0811275062048352	0.00784737936704825	0.351596597494231	0.223261195944206	0.167798306029697	0.495966439467971	0.402152807168274	0.152981189309304	0.294562290223229	0.0984061341183493	0.276637076745273	0.14117486052514	0.18798457162894	0.0694339393784853	0.142190251135205	0.101388597228055	0.108653724970497	0.117432024924034	0.029277797066002	0.0573487770649006	0.235310243991593	0.0438264326567437	0.067528183165781	0.102289695726707	0.0610102605382982	0.0729924356595284	0.113209911162288	0.0111015323655491	0.0186254682553521	0.0778864545761732	0.00490735247341422	0.00768264866156244	0.00587212182946636	0.00489961825219616	0.000300797996807012	0.0259355684582775	0.0123991933737975	0.00283099658157163	0.00868336057532983	0.00554633823974382	0.00290197377480994	0.0030908809463021	0.0074332982026285	0.0224110583957275	0.0256580447102935	0.00387962044244944	0.00254628633819272	0.00890534420790566	0.00786543747871705	0.364584287542629	0.0033804838579244	0.00655554165187865	0.0178573278733385	0.00910824831765971	0.0161096953312776	0.0599587544552711	0.00566152903475442	0.00375694734830144	0.00890575247505855	0.00324135415865995	0.00834559879861377	0.00870496712993971	0.0125604335150901	0.00315612605244438	0.00318399377500388	0.0107531533832319	0.00336512083285779	0.00464017717456748	0.00159626116701486	0.00123845273874322	0.00529210265333179
